"paragraph"	"words"	"characters"	"sentence"
"2444"	217	14	105	"Nullas enim consequuntur voluptates, quarum potiendi spe inflammati multos labores magnosque susceperant."
"2445"	218	59	342	"Ecce autem alii minuti et angusti aut omnia semper desperantes aut malivoli, invidi, difficiles, lucifugi, maledici, monstruosi, alii autem etiam amatoriis levitatibus dediti, alii petulantes, alii audaces, protervi, idem intemperantes et ignavi, numquam in sententia permanentes, quas ob causas in eorum vita nulla est intercapedo molestiae."
"2446"	218	10	67	"Igitur neque stultorum quisquam beatus neque sapientium non beatus."
"2447"	218	8	46	"Multoque hoc melius nos veriusque quam Stoici."
"2448"	218	39	238	"Illi enim negant esse bonum quicquam nisi nescio quam illam umbram, quod appellant honestum non tam solido quam splendido nomine, virtutem autem nixam hoc honesto nullam requirere voluptatem atque ad beate vivendum se ipsa esse contentam."
"2449"	219	16	97	"Sed possunt haec quadam ratione dici non modo non repugnantibus, verum etiam approbantibus nobis."
"2450"	219	37	194	"Sic enim ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, migrare de vita."
"2451"	219	8	45	"His rebus instructus semper est in voluptate."
"2452"	219	14	73	"Neque enim tempus est ullum, quo non plus voluptatum habeat quam dolorum."
"2453"	219	53	300	"Nam et praeterita grate meminit et praesentibus ita potitur, ut animadvertat quanta sint ea quamque iucunda, neque pendet ex futuris, sed expectat illa, fruitur praesentibus ab iisque vitiis, quae paulo ante collegi, abest plurimum et, cum stultorum vitam cum sua comparat, magna afficitur voluptate."
"2454"	219	24	119	"Dolores autem si qui incurrunt, numquam vim tantam habent, ut non plus habeat sapiens, quod gaudeat, quam quod angatur."
"2455"	220	41	267	"Optime vero Epicurus, quod exiguam dixit fortunam intervenire sapienti maximasque ab eo et gravissimas res consilio ipsius et ratione administrari neque maiorem voluptatem ex infinito tempore aetatis percipi posse, quam ex hoc percipiatur, quod videamus esse finitum."
"2456"	220	17	108	"In dialectica autem vestra nullam existimavit esse nec ad melius vivendum nec ad commodius disserendum viam."
"2457"	220	5	28	"In physicis plurimum posuit."
"2458"	220	15	102	"Ea scientia et verborum vis et natura orationis et consequentium repugnantiumve ratio potest perspici."
"2459"	220	25	163	"Omnium autem rerum natura cognita levamur superstitione, liberamur mortis metu, non conturbamur ignoratione rerum, e qua ipsa horribiles existunt saepe formidines."
"2460"	220	12	74	"Denique etiam morati melius erimus, cum didicerimus quid natura desideret."
"2461"	220	38	217	"Tum vero, si stabilem scientiam rerum tenebimus, servata illa, quae quasi delapsa de caelo est ad cognitionem omnium, regula, ad quam omnia iudicia rerum dirigentur, numquam ullius oratione victi sententia desistemus."
"2462"	221	14	87	"Nisi autem rerum natura perspecta erit, nullo modo poterimus sensuum iudicia defendere."
"2463"	221	30	155	"Quicquid porro animo cernimus, id omne oritur a sensibus; qui si omnes veri erunt, ut Epicuri ratio docet, tum denique poterit aliquid cognosci et percipi."
"2464"	221	22	120	"Quos qui tollunt et nihil posse percipi dicunt, ii remotis sensibus ne id ipsum quidem expedire possunt, quod disserunt."
"2465"	221	15	100	"Praeterea sublata cognitione et scientia tollitur omnis ratio et vitae degendae et rerum gerendarum."
"2466"	221	50	327	"Sic e physicis et fortitudo sumitur contra mortis timorem et constantia contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio natura cupiditatum generibusque earum explicatis, et, ut modo docui, cognitionis regula et iudicio ab eadem illa constituto veri a falso distinctio traditur."
"2467"	222	23	133	"Restat locus huic disputationi vel maxime necessarius de amicitia, quam, si voluptas summum sit bonum, affirmatis nullam omnino fore."
"2468"	222	28	153	"De qua Epicurus quidem ita dicit, omnium rerum, quas ad beate vivendum sapientia comparaverit, nihil esse maius amicitia, nihil uberius, nihil iucundius."
"2469"	222	16	83	"Nec vero hoc oratione solum, sed multo magis vita et factis et moribus comprobavit."
"2470"	222	33	202	"Quod quam magnum sit fictae veterum fabulae declarant, in quibus tam multis tamque variis ab ultima antiquitate repetitis tria vix amicorum paria reperiuntur, ut ad Orestem pervenias profectus a Theseo."
"2471"	222	22	132	"At vero Epicurus una in domo, et ea quidem angusta, quam magnos quantaque amoris conspiratione consentientis tenuit amicorum greges!"
"2472"	222	7	33	"Quod fit etiam nunc ab Epicureis."
"2473"	222	12	55	"Sed ad rem redeamus; de hominibus dici non necesse est."
"2474"	223	11	64	"Tribus igitur modis video esse a nostris de amicitia disputatum."
"2475"	223	43	246	"Alii cum eas voluptates, quae ad amicos pertinerent, negarent esse per se ipsas tam expetendas, quam nostras expeteremus, quo loco videtur quibusdam stabilitas amicitiae vacillare, tuentur tamen eum locum seque facile, ut mihi videtur, expediunt."
"2476"	223	18	94	"Ut enim virtutes, de quibus ante dictum est, sic amicitiam negant posse a voluptate discedere."
"2477"	223	32	190	"Nam cum solitudo et vita sine amicis insidiarum et metus plena sit, ratio ipsa monet amicitias comparare, quibus partis confirmatur animus et a spe pariendarum voluptatum seiungi non potest."
"2478"	224	42	269	"Atque ut odia, invidiae, despicationes adversantur voluptatibus, sic amicitiae non modo fautrices fidelissimae, sed etiam effectrices sunt voluptatum tam amicis quam sibi, quibus non solum praesentibus fruuntur, sed etiam spe eriguntur consequentis ac posteri temporis."
"2479"	224	41	250	"Quod quia nullo modo sine amicitia firmam et perpetuam iucunditatem vitae tenere possumus neque vero ipsam amicitiam tueri, nisi aeque amicos et nosmet ipsos diligamus, idcirco et hoc ipsum efficitur in amicitia, et amicitia cum voluptate conectitur."
"2480"	224	13	82	"Nam et laetamur amicorum laetitia aeque atque nostra et pariter dolemus angoribus."
"2481"	225	27	166	"Quocirca eodem modo sapiens erit affectus erga amicum, quo in se ipsum, quosque labores propter suam voluptatem susciperet, eosdem suscipiet propter amici voluptatem."
"2482"	225	20	116	"Quaeque de virtutibus dicta sunt, quem ad modum eae semper voluptatibus inhaererent, eadem de amicitia dicenda sunt."
"2483"	225	40	221	"Praeclare enim Epicurus his paene verbis: \"Eadem\", inquit, \"scientia confirmavit animum, ne quod aut sempiternum aut diuturnum timeret malum, quae perspexit in hoc ipso vitae spatio amicitiae praesidium esse firmissimum.\""
"2484"	226	33	208	"Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti, qui verentur ne, si amicitiam propter nostram voluptatem expetendam putemus, tota amicitia quasi claudicare videatur."
"2485"	226	41	281	"Itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; cum autem usus progrediens familiaritatem effecerit, tum amorem efflorescere tantum, ut, etiamsi nulla sit utilitas ex amicitia, tamen ipsi amici propter se ipsos amentur."
"2486"	226	42	210	"Etenim si loca, si fana, si urbes, si gymnasia, si campum, si canes, si equos, si ludicra exercendi aut venandi consuetudine adamare solemus, quanto id in hominum consuetudine facilius fieri poterit et iustius?"
"2487"	227	19	97	"Sunt autem, qui dicant foedus esse quoddam sapientium, ut ne minus amicos quam se ipsos diligant."
"2488"	227	26	151	"Quod et posse fieri intellegimus et saepe etiam videmus, et perspicuum est nihil ad iucunde vivendum reperiri posse, quod coniunctione tali sit aptius."
"2489"	227	29	177	"Quibus ex omnibus iudicari potest non modo non impediri rationem amicitiae, si summum bonum in voluptate ponatur, sed sine hoc institutionem omnino amicitiae non posse reperiri."
"2490"	228	106	608	"Quapropter si ea, quae dixi, sole ipso illustriora et clariora sunt, si omnia dixi hausta e fonte naturae, si tota oratio nostra omnem sibi fidem sensibus confirmat, id est incorruptis atque integris testibus, si infantes pueri, mutae etiam bestiae paene loquuntur magistra ac duce natura nihil esse prosperum nisi voluptatem, nihil asperum nisi dolorem, de quibus neque depravate iudicant neque corrupte, nonne ei maximam gratiam habere debemus, qui hac exaudita quasi voce naturae sic eam firme graviterque comprehenderit, ut omnes bene sanos in viam placatae, tranquillae, quietae, beatae vitae deduceret?"
"2491"	228	24	131	"Qui quod tibi parum videtur eruditus, ea causa est, quod nullam eruditionem esse duxit, nisi quae beatae vitae disciplinam iuvaret."
"2492"	229	88	470	"An ille tempus aut in poetis evolvendis, ut ego et Triarius te hortatore facimus, consumeret, in quibus nulla solida utilitas omnisque puerilis est delectatio, aut se, ut Plato, in musicis, geometria, numeris, astris contereret, quae et a falsis initiis profecta vera esse non possunt et, si essent vera, nihil afferrent, quo iucundius, id est quo melius viveremus, eas ergo artes persequeretur, vivendi artem tantam tamque et operosam et perinde fructuosam relinqueret?"
"2493"	229	26	132	"Non ergo Epicurus ineruditus, sed ii indocti, qui, quae pueros non didicisse turpe est, ea putant usque ad senectutem esse discenda."
"2494"	230	39	196	"Quae cum dixisset, Explicavi, inquit, sententiam meam, et eo quidem consilio, tuum iudicium ut cognoscerem, quoniam mihi ea facultas, ut id meo arbitratu facerem, ante hoc tempus numquam est data."
"2495"	231	37	231	"Hic cum uterque me intueretur seseque ad audiendum significarent paratos, Primum, inquam, deprecor, ne me tamquam philosophum putetis scholam vobis aliquam explicaturum, quod ne in ipsis quidem philosophis magnopere umquam probavi."
"2496"	231	15	84	"Quando enim Socrates, qui parens philosophiae iure dici potest, quicquam tale fecit?"
"2497"	231	34	187	"Eorum erat iste mos qui tum sophistae nominabantur, quorum e numero primus est ausus Leontinus Gorgias in conventu poscere quaestionem, id est iubere dicere, qua de re quis vellet audire."
"2498"	231	16	101	"Audax negotium, dicerem impudens, nisi hoc institutum postea translatum ad philosophos nostros esset."
"2499"	232	22	106	"Sed et illum, quem nominavi, et ceteros sophistas, ut e Platone intellegi potest, lusos videmus a Socrate."
"2500"	232	27	154	"Is enim percontando atque interrogando elicere solebat eorum opiniones, quibuscum disserebat, ut ad ea, quae ii respondissent, si quid videretur, diceret."
"2501"	232	40	204	"Qui mos cum a posterioribus non esset retentus, Arcesilas eum revocavit instituitque ut ii, qui se audire vellent, non de se quaererent, sed ipsi dicerent, quid sentirent; quod cum dixissent, ille contra."
"2502"	232	12	67	"Sed eum qui audiebant, quoad poterant, defendebant sententiam suam."
"2503"	232	19	100	"Apud ceteros autem philosophos, qui quaesivit aliquid, tacet; quod quidem iam fit etiam in Academia."
"2504"	232	49	244	"Ubi enim is, qui audire vult, ita dixit: \"Voluptas mihi videtur esse summum bonum\", perpetua oratione contra disputatur, ut facile intellegi possit eos, qui aliquid sibi videri dicant, non ipsos in ea sententia esse, sed audire velle contraria."
"2505"	233	4	21	"Nos commodius agimus."
"2506"	233	12	60	"Non enim solum Torquatus dixit quid sentiret, sed etiam cur."
"2507"	233	40	236	"Ego autem arbitror, quamquam admodum delectatus sum eius oratione perpetua, tamen commodius, cum in rebus singulis insistas et intellegas quid quisque concedat, quid abnuat, ex rebus concessis concludi quod velis et ad exitum perveniri."
"2508"	233	25	148	"Cum enim fertur quasi torrens oratio, quamvis multa cuiusque modi rapiat, nihil tamen teneas, nihil apprehendas, nusquam orationem rapidam coerceas."
"2509"	233	39	203	"Omnis autem in quaerendo, quae via quadam et ratione habetur, oratio praescribere primum debet ut quibusdam in formulis ea res agetur, ut, inter quos disseritur, conveniat quid sit id, de quo disseratur."
"2510"	234	16	100	"Hoc positum in Phaedro a Platone probavit Epicurus sensitque in omni disputatione id fieri oportere."
"2511"	234	7	33	"Sed quod proximum fuit non vidit."
"2512"	234	39	177	"Negat enim definiri rem placere, sine quo fieri interdum non potest, ut inter eos, qui ambigunt, conveniat quid sit id, de quo agatur, velut in hoc ipso, de quo nunc disputamus."
"2513"	234	5	29	"Quaerimus enim finem bonorum."
"2514"	234	25	130	"Possumusne hic scire qualis sit, nisi contulerimus inter nos, cum finem bonorum dixerimus, quid finis, quid etiam sit ipsum bonum?"
"2515"	235	16	90	"Atqui haec patefactio quasi rerum opertarum, cum quid quidque sit aperitur, definitio est."
"2516"	235	8	43	"Qua tu etiam inprudens utebare non numquam."
"2517"	235	27	149	"Nam hunc ipsum sive finem sive extremum sive ultimum definiebas id esse, quo omnia, quae recte fierent, referrentur neque id ipsum usquam referretur."
"2518"	235	4	21	"Praeclare hoc quidem."
"2519"	235	29	159	"Bonum ipsum etiam quid esset, fortasse, si opus fuisset, definisses aut quod esset natura adpetendum aut quod prodesset aut quod iuvaret aut quod liberet modo."
"2520"	235	33	160	"Nunc idem, nisi molestum est, quoniam tibi non omnino displicet definire et id facis, cum vis, velim definias quid sit voluptas, de quo omnis haec quaestio est."
"2521"	236	26	123	"Quis, quaeso, inquit, est, qui quid sit voluptas nesciat, aut qui, quo magis id intellegat, definitionem aliquam desideret?"
"2522"	236	22	131	"Me ipsum esse dicerem, inquam, nisi mihi viderer habere bene cognitam voluptatem et satis firme conceptam animo atque comprehensam."
"2523"	236	42	234	"Nunc autem dico ipsum Epicurum nescire et in eo nutare eumque, qui crebro dicat diligenter oportere exprimi quae vis subiecta sit vocibus, non intellegere interdum, quid sonet haec vox voluptatis, id est quae res huic voci subiciatur."
"2524"	236	38	172	"Tum ille ridens: Hoc vero, inquit, optimum, ut is, qui finem rerum expetendarum voluptatem esse dicat, id extremum, id ultimum bonorum, id ipsum quid et quale sit, nesciat!"
"2525"	236	19	92	"Atqui, inquam, aut Epicurus quid sit voluptas aut omnes mortales, qui ubique sunt, nesciunt."
"2526"	236	6	21	"Quonam, inquit, modo?"
"2527"	236	16	106	"Quia voluptatem hanc esse sentiunt omnes, quam sensus accipiens movetur et iucunditate quadam perfunditur."
"2528"	237	3	10	"Quid ergo?"
"2529"	237	8	43	"Istam voluptatem, inquit, Epicurus ignorat?"
"2530"	237	41	229	"Non semper, inquam; nam interdum nimis etiam novit, quippe qui testificetur ne intellegere quidem se posse ubi sit aut quod sit ullum bonum praeter illud, quod cibo et potione et aurium delectatione et obscena voluptate capiatur."
